"Site.ID","Water.Body","Date","Rating","Location","Longitude","Latitude","Latest.Rating","Study.Type","Taxa"
"BB110","DEEP R",1987-07-20," Fair","SR 1921","-79.854444","35.904444","Fair","N/A","Invert"
"BB110","DEEP R",1986-08-04," Fair","SR 1921","-79.854444","35.904444","Fair","N/A","Invert"
"BB110","DEEP R",1985-07-29," Fair","SR 1921","-79.854444","35.904444","Fair","N/A","Invert"
"BB110","DEEP R",1984-08-13," Fair","SR 1921","-79.854444","35.904444","Fair","N/A","Invert"
"BB110","DEEP R",1983-08-03," Poor","SR 1921","-79.854444","35.904444","Fair","N/A","Invert"
"BB111","NICKS CR",2013-09-11," Good-Fair","NC 22","-79.4125","35.253611","Good-Fair","Basin Sample","Invert"
"BB111","NICKS CR",2003-07-23," Good-Fair","NC 22","-79.4125","35.253611","Good-Fair","Basin Sample","Invert"
"BB111","NICKS CR",1998-07-15," Good","NC 22","-79.4125","35.253611","Good-Fair","Basin Sample","Invert"
"BB111","NICKS CR",1993-08-24," Good","NC 22","-79.4125","35.253611","Good-Fair","Basin Sample","Invert"
"BB111","NICKS CR",1988-11-28," Good","NC 22","-79.4125","35.253611","Good-Fair","Basin Sample","Invert"
"BB112","RICHLAND CR",1988-08-15," Fair","AB I-85","-79.914444","35.938889","Fair","N/A","Invert"
"BB113","BRUSH CR",2018-04-03," Poor","NC 22","-79.583333","35.601389","Poor","Basin Sample","Invert"
"BB113","BRUSH CR",2009-03-10," Good-Fair","NC 22","-79.583333","35.601389","Poor","Basin Sample","Invert"
"BB113","BRUSH CR",2003-07-08," Good-Fair","NC 22","-79.583333","35.601389","Poor","Basin Sample","Invert"
"BB113","BRUSH CR",1998-07-06," Good","NC 22","-79.583333","35.601389","Poor","Basin Sample","Invert"
"BB113","BRUSH CR",1993-02-18," Good","NC 22","-79.583333","35.601389","Poor","Basin Sample","Invert"
"BB113","BRUSH CR",1990-05-18," Excellent","NC 22","-79.583333","35.601389","Poor","Basin Sample","Invert"
"BB113","BRUSH CR",1983-08-25," Good","NC 22","-79.583333","35.601389","Poor","Basin Sample","Invert"
"BB114","UT E FK DEEP R",1992-09-28," Poor","I-40","-79.956944","36.080278","Poor","N/A","Invert"
"BB115","UT E FK DEEP R",2003-05-19," Not Impaired","MILLHOUSE SCHOOL RD","-79.963611","36.060556","Not Impaired","Special Study","Invert"
"BB116","UT E FK DEEP R",2000-09-28," Not Rated","NR GALLIMORE DAIRY RD","-79.967222","36.062778","Not Rated","Special Study","Invert"
"BB117","HERDS CR",2002-04-23," Not Impaired","NC 24-27","-79.301667","35.319167","Not Impaired","Special Study","Invert"
"BB118","L CRANE CR",2003-04-30," Good-Fair","NC 24-27","-79.251111","35.325","Good-Fair","Special Study","Invert"
"BB119","WET CR",2003-07-09," Good","NC 24-27","-79.640833","35.390278","Good","Basin Sample","Invert"
"BB119","WET CR",1998-03-05," Good","NC 24-27","-79.640833","35.390278","Good","Basin Sample","Invert"
"BB119","WET CR",1993-02-23," Excellent","NC 24-27","-79.640833","35.390278","Good","Basin Sample","Invert"
"BB120","TURNBULL CR",1999-11-17," Not Rated","NC 242","-78.605556","34.7375","Not Rated","Special Study","Invert"
"BB121","UT E FK DEEP R",2000-09-28," Not Rated","NR MILLWOOD SCHOOL RD","-79.968333","36.060833","Not Rated","Special Study","Invert"
"BB122","UT W FK DEEP R",1988-10-13," Poor","NR W MARKET ST BE LCP","-80.025556","36.108333","Poor","Special Study","Invert"
"BB123","BRUSH CR",1990-05-18," Good","SR 1102","-79.54","35.709167","Good","N/A","Invert"
"BB124","DEEP R",1988-08-17," Fair","SR 2122","-79.776944","35.8025","Fair","N/A","Invert"
"BB124","DEEP R",1987-08-26," Fair","SR 2122","-79.776944","35.8025","Fair","N/A","Invert"
"BB124","DEEP R",1986-08-05," Fair","SR 2122","-79.776944","35.8025","Fair","N/A","Invert"
"BB124","DEEP R",1985-07-31," Poor","SR 2122","-79.776944","35.8025","Fair","N/A","Invert"
"BB124","DEEP R",1983-08-24," Poor","SR 2122","-79.776944","35.8025","Fair","N/A","Invert"
"BB125","MUDDY CR",2003-08-04," Fair","NC 41","-77.8325","34.838889","Fair","Basin Sample","Invert"
"BB125","MUDDY CR",1998-08-12," Fair","NC 41","-77.8325","34.838889","Fair","Basin Sample","Invert"
"BB125","MUDDY CR",1993-08-24," Poor","NC 41","-77.8325","34.838889","Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",2008-08-05," Good-Fair","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1998-09-22," Poor","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1998-08-05," Excellent","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1993-08-24," Good","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1989-10-26," Excellent","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1989-10-26," Good","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1989-08-09," Excellent","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1989-08-09," Excellent","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB126","NE CAPE FEAR R",1985-09-04," Excellent","NC 41","-77.832424","34.827639","Good-Fair","Basin Sample","Invert"
"BB127","DEEP R",1988-08-17," Good-Fair","SR 2226","-79.732222","35.751111","Good-Fair","N/A","Invert"
"BB127","DEEP R",1987-08-26," Fair","SR 2226","-79.732222","35.751111","Good-Fair","N/A","Invert"
"BB127","DEEP R",1986-08-05," Fair","SR 2226","-79.732222","35.751111","Good-Fair","N/A","Invert"
"BB127","DEEP R",1985-07-31," Poor","SR 2226","-79.732222","35.751111","Good-Fair","N/A","Invert"
"BB127","DEEP R",1983-08-24," Poor","SR 2226","-79.732222","35.751111","Good-Fair","N/A","Invert"
"BB128","BLACK R",2002-10-09," Excellent","NC 411 NR TOMAHAWK","-78.289167","34.754722","Excellent","Basin Sample","Invert"
"BB128","BLACK R",1998-10-29," Good","NC 411 NR TOMAHAWK","-78.289167","34.754722","Excellent","Basin Sample","Invert"
"BB128","BLACK R",1998-08-05," Excellent","NC 411 NR TOMAHAWK","-78.289167","34.754722","Excellent","Basin Sample","Invert"
"BB128","BLACK R",1993-08-23," Excellent","NC 411 NR TOMAHAWK","-78.289167","34.754722","Excellent","Basin Sample","Invert"
"BB128","BLACK R",1989-10-18," Excellent","NC 411 NR TOMAHAWK","-78.289167","34.754722","Excellent","Basin Sample","Invert"
"BB128","BLACK R",1988-07-12," Excellent","NC 411 NR TOMAHAWK","-78.289167","34.754722","Excellent","Basin Sample","Invert"
"BB128","BLACK R",1985-09-04," Excellent","NC 411 NR TOMAHAWK","-78.289167","34.754722","Excellent","Basin Sample","Invert"
"BB129","DEEP R",1986-08-06," Good-Fair","SR 2628","-79.6175","35.638889","Good-Fair","N/A","Invert"
"BB129","DEEP R",1985-08-08," Excellent","SR 2628","-79.6175","35.638889","Good-Fair","N/A","Invert"
"BB129","DEEP R",1983-08-24," Good-Fair","SR 2628","-79.6175","35.638889","Good-Fair","N/A","Invert"
"BB130","BIG ALAMANCE CR",2018-08-15," Good-Fair","NC 49","-79.441389","36.028056","Good-Fair","Basin Sample","Invert"
"BB130","BIG ALAMANCE CR",2013-07-18," Good-Fair","NC 49","-79.441389","36.028056","Good-Fair","Basin Sample","Invert"
"BB130","BIG ALAMANCE CR",2008-07-14," Fair","NC 49","-79.441389","36.028056","Good-Fair","Basin Sample","Invert"
"BB130","BIG ALAMANCE CR",2003-08-26," Fair","NC 49","-79.441389","36.028056","Good-Fair","Basin Sample","Invert"
"BB130","BIG ALAMANCE CR",1998-07-10," Good-Fair","NC 49","-79.441389","36.028056","Good-Fair","Basin Sample","Invert"
"BB130","BIG ALAMANCE CR",1993-07-12," Good-Fair","NC 49","-79.441389","36.028056","Good-Fair","Basin Sample","Invert"
"BB130","BIG ALAMANCE CR",1993-02-11," Good-Fair","NC 49","-79.441389","36.028056","Good-Fair","Basin Sample","Invert"
"BB131","L ALAMANCE CR",2003-06-23," Poor","NC 49","-79.435","36.052778","Poor","Special Study","Invert"
"BB132","FLAT CR",1998-02-10," Good","SR 2886","-79.583611","35.550278","Good","Basin Sample","Invert"
"BB132","FLAT CR",1993-02-18," Good-Fair","SR 2886","-79.583611","35.550278","Good","Basin Sample","Invert"
"BB133","FORK CR",1998-02-10," Good","SR 2873","-79.620278","35.523611","Good","N/A","Invert"
"BB133","FORK CR",1993-02-18," Good-Fair","SR 2873","-79.620278","35.523611","Good","N/A","Invert"
"BB134","SHELTER SWP",1999-02-19," Natural","NC 50","-77.5875","34.615","Natural","Special Study","Invert"
"BB134","SHELTER SWP",1998-03-16," Natural","NC 50","-77.5875","34.615","Natural","Special Study","Invert"
"BB135","HASKETTS CR",2003-04-14," Poor","US 220","-79.820278","35.733611","Poor","Special Study","Invert"
"BB136","HOLLY SHELTER CR",2013-05-04," Natural","NC 50","-77.689722","34.656667","Natural","Basin Sample","Invert"
"BB136","HOLLY SHELTER CR",2009-02-09," Moderate","NC 50","-77.689722","34.656667","Natural","Basin Sample","Invert"
"BB136","HOLLY SHELTER CR",2003-03-05," Moderate","NC 50","-77.689722","34.656667","Natural","Basin Sample","Invert"
"BB137","HASKETTS CR",2003-04-15," Poor","US 220 BUS","-79.806944","35.764167","Poor","Special Study","Invert"
"BB138","L POLECAT CR",1998-02-10," Good-Fair","SR 2108","-79.720833","35.893611","Good-Fair","N/A","Invert"
"BB139","LONG CR",2013-03-12," Severe","NC 53","-78.000833","34.541667","Severe","Basin Sample","Invert"
"BB139","LONG CR",2003-02-10," Severe","NC 53","-78.000833","34.541667","Severe","Basin Sample","Invert"
"BB139","LONG CR",1998-03-13," Not Rated","NC 53","-78.000833","34.541667","Severe","Basin Sample","Invert"
"BB140","CYPRESS CR",2013-03-12," Moderate","NC 53","-78.036111","34.544444","Moderate","Basin Sample","Invert"
"BB140","CYPRESS CR",2003-02-10," Moderate","NC 53","-78.036111","34.544444","Moderate","Basin Sample","Invert"
"BB140","CYPRESS CR",1998-03-17," Moderate","NC 53","-78.036111","34.544444","Moderate","Basin Sample","Invert"
"BB140","CYPRESS CR",1993-03-02," Not Rated","NC 53","-78.036111","34.544444","Moderate","Basin Sample","Invert"
"BB141","ANGOLA CR",2003-09-04," Good","NC 53","-77.735556","34.656111","Good","Basin Sample","Invert"
"BB141","ANGOLA CR",1998-07-22," Not Rated","NC 53","-77.735556","34.656111","Good","Basin Sample","Invert"
"BB141","ANGOLA CR",1993-11-17," Not Rated","NC 53","-77.735556","34.656111","Good","Basin Sample","Invert"
"BB141","ANGOLA CR",1993-11-17," Not Rated","NC 53","-77.735556","34.656111","Good","Basin Sample","Invert"
"BB141","ANGOLA CR",1993-08-16," Not Rated","NC 53","-77.735556","34.656111","Good","Basin Sample","Invert"
"BB141","ANGOLA CR",1993-05-05," Not Rated","NC 53","-77.735556","34.656111","Good","Basin Sample","Invert"
"BB141","ANGOLA CR",1993-02-17," Not Rated","NC 53","-77.735556","34.656111","Good","Basin Sample","Invert"
"BB142","L POLECAT CR",1993-02-17," Excellent","SR 2113","-79.746111","35.875","Excellent","N/A","Invert"
"BB142","L POLECAT CR",1986-08-05," Good","SR 2113","-79.746111","35.875","Excellent","N/A","Invert"
"BB143","ELLIS CR",2003-08-26," Good-Fair","NC 53","-78.659722","34.694444","Good-Fair","Basin Sample","Invert"
"BB143","ELLIS CR",1998-08-03," Good-Fair","NC 53","-78.659722","34.694444","Good-Fair","Basin Sample","Invert"
"BB143","ELLIS CR",1993-08-26," Good-Fair","NC 53","-78.659722","34.694444","Good-Fair","Basin Sample","Invert"
"BB144","MT PLEASANT CR",1989-05-15," Good","SR 2442","-79.644444","35.788611","Good","N/A","Invert"
"BB144","MT PLEASANT CR",1988-05-24," Good","SR 2442","-79.644444","35.788611","Good","N/A","Invert"
"BB145","POLECAT CR",1990-07-18," Good","SR 1007","-79.811111","35.959722","Good","N/A","Invert"
"BB146","MORGAN CR",2018-04-26," Good","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2013-06-05," Good-Fair","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2009-03-11," Good","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2008-03-12," Fair","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2004-06-02," Good-Fair","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2003-10-01," Good","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2003-07-07," Good-Fair","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2003-05-06," Good-Fair","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2003-03-05," Fair","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2003-01-09," Fair","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2002-09-24," Poor","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",2000-04-06," Excellent","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",1998-02-26," Excellent","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",1998-02-02," Excellent","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",1996-10-15," Good","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",1993-07-28," Good","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",1993-02-11," Excellent","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB146","MORGAN CR",1985-04-30," Good","NC 54","-79.115556","35.923611","Good","Basin Sample","Invert"
"BB147","POLECAT CR",1998-02-10," Excellent","SR 2113","-79.769167","35.860278","Excellent","N/A","Invert"
"BB147","POLECAT CR",1993-02-17," Excellent","SR 2113","-79.769167","35.860278","Excellent","N/A","Invert"
"BB148","UT L BRUSH CR",1990-05-18," Good-Fair","SR 1005","-79.559722","35.634722","Good-Fair","N/A","Invert"
"BB149","UT L BRUSH CR",1990-05-18," Good","SR 1100","-79.522222","35.638611","Good","N/A","Invert"
"BB150","KIT CR",2003-04-24," Fair","NC 55","-78.895","35.853333","Fair","Special Study","Invert"
"BB151","L ROCKFISH CR",2013-09-10," Good","NC 59","-78.966111","34.987222","Good","Basin Sample","Invert"
"BB151","L ROCKFISH CR",2008-09-04," Good","NC 59","-78.966111","34.987222","Good","Basin Sample","Invert"
"BB151","L ROCKFISH CR",2003-09-03," Good","NC 59","-78.966111","34.987222","Good","Basin Sample","Invert"
"BB151","L ROCKFISH CR",1998-07-20," Good","NC 59","-78.966111","34.987222","Good","Basin Sample","Invert"
"BB151","L ROCKFISH CR",1993-08-25," Good","NC 59","-78.966111","34.987222","Good","Basin Sample","Invert"
"BB152","BEAR CR",2013-06-05," Good-Fair","NC 705","-79.589167","35.440833","Good-Fair","Basin Sample","Invert"
"BB152","BEAR CR",2008-07-24," Fair","NC 705","-79.589167","35.440833","Good-Fair","Basin Sample","Invert"
"BB152","BEAR CR",2003-07-09," Good","NC 705","-79.589167","35.440833","Good-Fair","Basin Sample","Invert"
"BB152","BEAR CR",1998-07-21," Good","NC 705","-79.589167","35.440833","Good-Fair","Basin Sample","Invert"
"BB152","BEAR CR",1993-08-09," Good-Fair","NC 705","-79.589167","35.440833","Good-Fair","Basin Sample","Invert"
"BB153","UT POLECAT CR",1990-07-18," Poor","SR 3430","-79.7925","35.978333","Poor","N/A","Invert"
"BB154","UT SANDY CR",1989-05-15," Good","SR 2261","-79.684722","35.825833","Good","N/A","Invert"
"BB155","BROWNS CR",2018-02-19," Natural","NC 87","-78.584722","34.613889","Natural","Basin Sample","Invert"
"BB155","BROWNS CR",2013-02-18," Natural","NC 87","-78.584722","34.613889","Natural","Basin Sample","Invert"
"BB155","BROWNS CR",2008-02-07," Moderate","NC 87","-78.584722","34.613889","Natural","Basin Sample","Invert"
"BB155","BROWNS CR",2003-02-20," Moderate","NC 87","-78.584722","34.613889","Natural","Basin Sample","Invert"
"BB156","UT SANDY CR",1988-05-24," Good-Fair","SR 2262","-79.655","35.841111","Good-Fair","N/A","Invert"
"BB157","BIG GOVERNORS CR",1998-02-16," Fair","SR 1625","-79.37","35.458056","Fair","N/A","Invert"
"BB157","BIG GOVERNORS CR",1993-02-24," Fair","SR 1625","-79.37","35.458056","Fair","N/A","Invert"
"BB158","TERRELLS CR",2018-04-30," Fair","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",2013-06-04," Poor","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",2009-03-19," Good-Fair","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",2009-03-10," Good-Fair","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",2008-03-12," Fair","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",2003-11-21," Good-Fair","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",2003-07-15," Fair","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",1998-07-10," Good-Fair","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB158","TERRELLS CR",1993-02-08," Excellent","NC 87","-79.255556","35.821667","Fair","Basin Sample","Invert"
"BB159","BUFFALO CR",2018-04-02," Good-Fair","NC 22","-79.516944","35.470833","Good-Fair","Basin Sample","Invert"
"BB159","BUFFALO CR",2013-06-05," Good-Fair","NC 22","-79.516944","35.470833","Good-Fair","Basin Sample","Invert"
"BB159","BUFFALO CR",2009-03-23," Good-Fair","NC 22","-79.516944","35.470833","Good-Fair","Basin Sample","Invert"
"BB159","BUFFALO CR",2003-07-09," Good-Fair","NC 22","-79.516944","35.470833","Good-Fair","Basin Sample","Invert"
"BB159","BUFFALO CR",1998-02-16," Good","NC 22","-79.516944","35.470833","Good-Fair","Basin Sample","Invert"
"BB159","BUFFALO CR",1993-02-23," Good-Fair","NC 22","-79.516944","35.470833","Good-Fair","Basin Sample","Invert"
"BB160","CABIN CR",1992-09-21," Fair","OWL FARM RD","-79.712222","35.391667","Fair","N/A","Invert"
"BB161","L TROUBLESOME CR",2001-07-09," Fair","NC 87","-79.6475","36.310833","Fair","Special Study","Invert"
"BB161","L TROUBLESOME CR",2000-08-23," Fair","NC 87","-79.6475","36.310833","Fair","Special Study","Invert"
"BB162","CABIN CR",2018-04-02," Good","SR 1275","-79.660278","35.401944","Good","Basin Sample","Invert"
"BB162","CABIN CR",1992-09-21," Good","SR 1275","-79.660278","35.401944","Good","Basin Sample","Invert"
"BB163","HAW R",2013-09-26," Good-Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB163","HAW R",2008-07-15," Good-Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB163","HAW R",2003-09-15," Good-Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB163","HAW R",1998-07-07," Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB163","HAW R",1993-07-13," Good-Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB163","HAW R",1990-07-09," Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB163","HAW R",1987-07-09," Good-Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB163","HAW R",1985-05-02," Good-Fair","NC 87","-79.509444","36.1825","Good-Fair","Basin Sample","Invert"
"BB164","CRAWLEY CR",1998-02-11," Fair","SR 1625","-79.370556","35.456944","Fair","Special Study","Invert"
"BB165","DEEP R",1989-07-26," Good","NC 22","-79.520833","35.478056","Good","N/A","Invert"
"BB166","HARLANDS CR",2018-05-01," Fair","NC 902","-79.244444","35.691667","Fair","Basin Sample","Invert"
"BB166","HARLANDS CR",2013-06-04," Fair","NC 902","-79.244444","35.691667","Fair","Basin Sample","Invert"
"BB166","HARLANDS CR",2009-03-19," Good-Fair","NC 902","-79.244444","35.691667","Fair","Basin Sample","Invert"
"BB166","HARLANDS CR",2003-07-21," Good-Fair","NC 902","-79.244444","35.691667","Fair","Basin Sample","Invert"
"BB166","HARLANDS CR",1998-07-10," Good","NC 902","-79.244444","35.691667","Fair","Basin Sample","Invert"
"BB166","HARLANDS CR",1998-02-03," Good","NC 902","-79.244444","35.691667","Fair","Basin Sample","Invert"
"BB166","HARLANDS CR",1990-07-03," Good-Fair","NC 902","-79.244444","35.691667","Fair","Basin Sample","Invert"
"BB167","MILL CR",2009-03-23," Excellent","SR 1275","-79.661111","35.401667","Excellent","Basin Sample","Invert"
"BB167","MILL CR",2008-02-05," Good-Fair","SR 1275","-79.661111","35.401667","Excellent","Basin Sample","Invert"
